age,overall,pace,shooting,passing,dribbling,defending,physicality,height_cm,weight_kg,international_reputation,weak_foot,skill_moves,wage_eur,release_clause_eur,value_eur,player_positions
21,81,53,44,35,65,88,44,184,97,1,4,5,77986,3074089,13135121,Goalkeeper
33,87,83,96,23,83,26,78,178,91,1,4,4,94966,4789702,14818693,Attacker
25,57,55,52,53,95,91,64,163,73,2,5,5,50771,6516174,10867406,Defender
20,57,95,91,65,47,91,76,193,79,3,1,2,67996,6041352,13262061,Goalkeeper
25,55,67,88,94,67,22,53,191,81,1,2,2,45106,2318097,9739391,Goalkeeper
27,63,94,25,96,54,72,89,184,89,5,4,2,66234,4261457,14138853,Goalkeeper
17,81,80,42,50,27,23,77,181,92,5,3,5,77804,11614715,17786739,Defender
28,84,64,49,44,41,68,52,187,64,5,5,2,117261,11735764,19114486,Goalkeeper
23,59,72,97,93,43,45,41,177,77,2,2,5,79868,6245167,12622509,Midfielder
17,52,58,73,43,85,27,70,166,66,5,4,1,63311,8556234,13470854,Attacker
35,61,66,30,84,83,14,58,170,88,4,2,1,60654,5311083,12792034,Midfielder
16,80,87,50,44,84,23,80,170,68,1,5,1,86534,5793646,13838974,Attacker
20,78,83,25,47,33,34,52,168,66,3,3,3,84970,4223577,15534695,Defender
24,54,68,30,55,44,53,60,194,66,5,4,1,39822,4752210,11802591,Goalkeeper
32,74,71,96,25,22,48,50,196,65,2,3,1,100472,10202607,14764648,Goalkeeper
24,90,57,31,85,24,21,53,182,99,3,5,5,93822,3854440,16626552,Defender
26,80,58,85,86,84,70,38,192,86,2,3,5,78252,7903200,14501362,Goalkeeper
30,70,72,72,91,73,71,51,160,63,3,5,2,77214,3793840,13945166,Midfielder
21,69,32,55,67,38,62,33,179,60,3,3,2,83939,12406719,14157294,Defender
18,88,39,36,89,73,62,32,164,65,1,2,2,115702,7076923,16061938,Defender
32,71,88,47,97,95,37,57,188,90,3,2,5,67760,7692246,14029958,Goalkeeper
20,53,43,41,86,29,44,44,185,60,4,5,5,49077,5335916,11740637,Goalkeeper
27,62,76,26,67,35,74,37,197,64,4,2,1,46201,5218965,11589242,Goalkeeper
33,94,71,34,84,65,12,77,162,78,4,3,4,113718,9279319,18892554,Midfielder
29,91,61,30,63,48,52,81,180,64,2,3,5,108523,4223695,16273428,Defender
36,69,61,43,82,34,59,84,172,64,1,4,4,52361,7728529,11111434,Defender
26,62,71,86,65,67,80,66,190,90,2,5,5,74908,3968858,13032605,Goalkeeper
24,66,61,49,38,30,18,33,176,66,5,2,5,50404,6167757,13591928,Defender
17,85,55,89,83,53,45,84,194,74,4,5,3,102403,4762642,17356047,Goalkeeper
27,82,30,85,92,55,32,41,182,72,1,2,4,76731,4891113,13458186,Midfielder
18,50,85,80,90,49,83,48,162,71,4,4,3,42415,4122161,11647108,Defender
18,64,31,97,69,92,59,86,161,78,1,3,1,50693,4035990,10707596,Attacker
16,62,59,60,82,38,64,66,162,72,2,3,3,69956,10143059,12133346,Defender
23,66,81,70,60,87,21,36,179,86,2,1,3,59319,7813630,12314155,Attacker
37,73,38,63,26,89,92,84,168,97,4,5,1,74814,10519958,15180030,Defender
23,57,51,32,28,52,41,57,163,92,3,2,4,80525,8606800,12993560,Defender
26,76,63,31,23,94,33,66,184,65,1,1,2,83715,4710633,13592904,Goalkeeper
24,94,78,28,68,41,76,90,160,72,5,5,5,107659,9928305,19565293,Defender
20,72,30,67,95,55,36,68,198,72,3,2,4,79601,9700496,14512051,Goalkeeper
29,57,82,68,25,42,70,52,171,72,2,4,1,57600,2175332,10758593,Defender
18,57,69,72,40,82,28,81,199,79,1,5,3,46185,6169117,9773173,Goalkeeper
36,75,74,75,34,45,82,40,199,95,3,2,2,82010,8673550,14512875,Goalkeeper
20,62,97,59,86,79,60,95,183,96,5,3,3,49697,5806029,14182539,Goalkeeper
20,88,38,43,85,24,73,42,168,68,3,5,5,124591,14118085,18661722,Defender
34,86,51,91,75,73,86,70,179,76,5,2,1,114506,15084045,19348674,Defender
29,77,47,52,87,57,11,78,164,94,2,3,2,93228,3775968,14392080,Midfielder
19,74,72,42,51,81,45,44,179,77,1,3,4,87580,6589981,13816625,Defender
28,65,68,96,85,44,20,85,180,84,2,1,4,51841,4681967,12168087,Attacker
25,51,35,73,48,31,77,83,161,74,1,2,1,75023,7171573,10064496,Defender
33,67,77,72,85,41,77,60,180,82,3,1,1,57674,8253531,12346538,Defender
23,66,36,68,53,28,73,90,183,60,2,1,3,91394,3207532,13209567,Goalkeeper
23,79,98,97,46,48,10,87,168,97,1,4,2,91638,12276486,14260163,Attacker
22,88,45,97,79,63,35,89,198,77,5,1,5,96164,9253681,18963879,Goalkeeper
23,62,30,68,58,46,20,82,189,60,1,1,1,63906,6170468,11209232,Goalkeeper
29,81,66,79,63,74,11,90,177,98,2,4,2,103793,7103555,15451500,Attacker
34,78,66,84,55,24,92,71,169,69,2,4,1,73653,7898136,12974646,Defender
21,79,93,51,38,71,49,58,180,90,3,5,1,90561,9741608,16141786,Defender
16,67,91,98,64,32,13,56,181,97,5,1,4,52510,2768079,13502769,Attacker
30,62,90,40,40,61,89,73,176,66,1,3,2,65364,7271137,10776126,Defender
16,92,62,37,42,34,46,34,164,97,2,4,4,132185,8196099,18712447,Defender
32,70,95,79,46,98,70,81,165,67,1,2,4,57922,6525168,11179721,Attacker
16,79,59,32,91,37,14,82,169,93,4,5,2,98267,10164066,16541837,Midfielder
30,70,49,43,38,69,24,81,161,68,5,5,4,83001,9620997,16290811,Defender
17,66,89,49,60,21,76,67,166,84,5,1,3,61499,1990352,13916822,Defender
29,89,53,21,45,32,91,73,163,86,4,3,5,107270,4831856,17355679,Defender
36,68,33,44,47,87,35,82,196,66,5,4,5,57386,7507470,14571673,Goalkeeper
23,64,66,69,83,66,15,31,178,91,4,2,3,78461,5938461,15180245,Midfielder
23,58,33,33,87,94,53,83,187,68,1,1,1,37915,4944351,9515361,Goalkeeper
34,59,47,25,70,69,67,64,179,76,4,3,4,50888,1909364,11495114,Defender
22,93,95,95,93,31,90,75,189,94,3,1,5,127731,15624638,19871168,Goalkeeper
34,80,77,49,67,32,55,84,197,75,4,1,2,102714,4113905,16878035,Goalkeeper
21,72,62,49,29,28,51,40,161,61,1,5,1,53685,4627603,10611259,Defender
21,79,87,57,92,78,57,58,162,90,5,2,5,94088,13408371,17763405,Midfielder
18,82,57,77,58,64,36,98,198,75,3,2,4,74893,2944895,15458442,Goalkeeper
22,58,64,60,38,89,29,92,184,92,4,2,5,35959,2591905,12007677,Goalkeeper
34,50,39,76,83,62,79,76,161,80,1,2,4,46501,4287477,9414110,Defender
23,93,94,55,38,93,44,36,198,76,3,4,1,130160,17953603,19074812,Goalkeeper
25,84,71,83,95,42,85,93,174,94,3,4,3,93047,6505182,16125078,Defender
35,60,38,35,81,98,57,93,162,66,3,2,4,51332,6511207,12007331,Defender
30,83,89,97,32,64,76,41,164,88,4,3,4,94707,11003131,16934699,Attacker
30,65,44,91,44,42,77,41,199,70,1,4,1,46140,3084370,10019334,Goalkeeper
16,58,86,33,61,53,61,65,195,89,1,4,1,70033,4965170,10806601,Goalkeeper
35,81,98,50,58,35,77,58,199,77,1,3,2,72123,3816854,13413863,Goalkeeper
22,64,51,85,49,82,13,40,197,75,2,2,1,50604,5726120,11828791,Goalkeeper
19,61,93,87,24,70,48,82,196,65,5,1,5,69436,6775029,14856409,Goalkeeper
21,82,70,84,37,51,30,76,186,61,1,4,4,102637,4987568,15212462,Goalkeeper
16,94,85,74,40,57,75,62,164,69,2,1,3,132580,13842470,18900631,Defender
20,63,52,97,69,75,25,96,176,63,2,1,1,64210,5768495,12025978,Attacker
16,57,54,59,25,88,16,72,197,69,3,3,4,81002,3330056,13357256,Goalkeeper
19,57,35,44,69,36,92,47,171,68,5,2,3,66816,9651197,13920903,Defender
37,76,63,44,85,58,18,82,190,83,3,1,2,99598,12964740,15219249,Goalkeeper
17,61,92,22,20,60,26,68,192,64,5,2,5,81885,3154447,16065099,Goalkeeper
25,50,38,88,76,67,21,63,188,94,3,5,2,27068,3836947,9925891,Goalkeeper
20,92,89,45,49,47,66,66,197,63,4,2,1,129354,18109733,20110299,Goalkeeper
25,89,78,59,77,96,54,70,162,94,5,3,5,122430,4292636,20901859,Midfielder
16,91,80,57,71,69,20,78,197,72,2,3,2,94772,5134507,16551507,Goalkeeper
37,60,89,57,56,20,22,39,199,96,2,5,4,52472,5996972,10551604,Goalkeeper
21,88,66,87,67,69,40,69,189,91,5,3,1,117106,16646480,19219737,Goalkeeper
28,92,60,26,20,38,86,47,181,60,3,2,2,106626,13730631,16791194,Defender
30,80,70,49,38,78,35,54,197,70,4,2,5,72810,4647297,15714207,Goalkeeper
19,66,91,38,65,87,72,70,191,85,4,2,5,52556,1787567,13310674,Goalkeeper
28,82,87,54,86,86,40,65,169,62,1,3,3,85073,7379784,14244691,Midfielder
35,81,43,52,21,60,31,31,191,72,5,2,5,70249,2882696,16145327,Goalkeeper
30,78,65,52,75,29,15,78,163,91,4,4,5,63753,3789194,14602300,Midfielder
23,70,65,97,36,47,29,96,188,82,3,5,1,93757,10014339,14949542,Goalkeeper
20,70,37,57,98,53,94,82,167,82,3,4,5,87401,7813848,15745066,Defender
30,89,55,29,41,58,19,48,179,89,2,2,3,85538,6432997,15005257,Defender
19,72,65,76,46,75,92,55,166,65,4,3,5,91017,12887595,16485099,Defender
27,55,77,47,74,71,44,83,160,66,4,5,3,59080,3140452,13059693,Defender
28,71,57,97,51,22,35,80,184,89,3,4,4,88989,7875294,15026358,Goalkeeper
17,87,97,57,79,42,80,54,185,96,2,2,3,82017,8104872,15511999,Goalkeeper
34,86,91,35,47,36,46,46,168,91,4,3,1,105078,7211823,17460605,Defender
34,94,80,40,47,90,17,90,182,65,3,2,2,125589,14396982,18916108,Defender
19,57,71,25,93,45,14,75,199,94,2,4,2,41023,5500094,9532904,Goalkeeper
19,90,58,60,44,37,53,84,161,91,2,4,4,83459,7926724,15855177,Defender
26,84,39,34,97,65,76,79,185,71,3,5,1,94426,11686202,15787301,Goalkeeper
20,60,68,22,45,89,81,40,173,63,2,3,4,81178,3029189,13286752,Defender
35,73,30,62,94,50,88,41,190,91,2,1,4,101389,4912693,14723972,Goalkeeper
26,70,68,66,90,28,58,69,185,94,1,2,5,80411,6870562,13740086,Goalkeeper
25,51,50,33,36,54,45,77,178,75,2,3,5,43850,6161906,9500657,Defender
23,89,94,85,26,79,89,85,197,74,4,1,1,88378,8289058,17921577,Goalkeeper
21,68,44,48,75,95,35,37,164,61,2,3,2,85538,7003531,13730535,Midfielder
21,88,33,23,83,82,54,43,165,65,4,2,3,79084,8067588,16712651,Defender
23,77,89,45,39,71,70,85,194,73,3,2,5,70811,3181955,14642370,Goalkeeper
30,66,90,31,57,67,53,83,175,88,2,5,1,57261,6209478,12028878,Defender
29,55,49,21,94,80,13,46,190,85,3,4,1,38514,1589955,10348004,Goalkeeper
26,68,39,36,77,43,85,74,177,77,5,4,2,74026,7344504,15081753,Defender
27,87,63,54,35,93,90,34,173,63,2,4,1,98012,11342615,15819187,Defender
28,77,77,29,70,77,67,32,184,96,3,5,1,106806,8478355,16447181,Goalkeeper
23,51,62,62,46,83,35,38,174,97,5,4,2,32757,4563322,11301270,Attacker
33,87,90,40,70,49,88,49,185,84,4,3,5,97330,4695573,16875806,Goalkeeper
16,86,39,34,94,48,38,50,195,88,4,4,2,95694,4833983,17379918,Goalkeeper
30,53,83,54,35,29,18,62,170,93,4,4,4,54759,5039455,12653460,Defender
23,71,94,79,79,58,87,34,196,75,4,2,5,54171,7681374,13984432,Goalkeeper
26,75,30,63,95,74,45,53,196,96,4,5,4,80507,6189686,15831287,Goalkeeper
27,92,34,24,59,47,13,92,166,89,1,5,1,99941,14108469,14608796,Defender
27,85,44,92,86,37,68,55,177,82,3,4,4,81750,9255488,15396122,Defender
19,62,57,37,21,60,46,62,179,95,5,1,2,45457,5632423,13035417,Defender
31,81,52,40,67,94,90,47,161,87,5,2,2,88952,12679616,17144631,Defender
19,66,46,91,71,84,22,47,185,60,2,4,3,51407,5072811,12109104,Goalkeeper
20,90,42,93,43,65,29,67,182,67,3,1,1,90980,9734710,15900285,Attacker
20,85,43,70,97,79,26,62,191,74,1,3,2,89924,8945536,14585945,Goalkeeper
23,68,40,60,21,28,60,56,172,93,1,2,5,80437,9988910,12203909,Defender
25,84,57,43,84,64,64,78,172,78,3,5,2,72157,4532091,14559103,Defender
32,89,71,43,39,79,42,79,176,89,4,1,5,121028,15075942,18917824,Defender
24,77,90,57,53,47,30,44,184,69,4,4,1,97585,11283312,16632367,Goalkeeper
37,50,93,63,60,22,90,81,181,86,3,1,3,60325,6168107,11299389,Defender
34,91,60,76,60,70,31,97,186,79,5,5,3,106983,3707496,19037981,Goalkeeper
29,67,39,78,94,27,34,48,176,84,4,3,4,70329,8646618,13675235,Midfielder
23,89,37,53,42,89,76,54,185,68,2,1,2,113650,5215525,16866928,Goalkeeper
24,82,50,94,57,78,21,54,197,99,1,4,1,103862,15105339,15372308,Goalkeeper
37,61,88,42,63,80,24,62,173,93,4,1,4,56172,2234475,12560958,Midfielder
26,57,79,62,86,77,93,89,173,80,5,3,1,51306,5973715,12932235,Defender
16,73,98,59,81,89,11,66,171,83,4,1,1,92579,6781511,16154256,Midfielder
29,65,59,66,31,31,13,72,164,66,4,3,4,51482,6089437,12388995,Defender
20,53,46,60,49,28,54,38,196,63,1,3,1,33569,3097556,8081914,Goalkeeper
36,87,49,66,84,68,22,43,163,67,2,2,4,96007,10132639,15589353,Midfielder
29,93,77,39,60,36,64,32,188,72,2,2,2,105188,4107844,16237227,Goalkeeper
19,76,31,96,39,73,41,98,184,80,5,4,4,95806,13985519,17537606,Goalkeeper
37,58,66,84,25,63,31,85,163,94,3,4,2,57931,1764669,11268193,Attacker
16,65,30,87,94,51,64,55,175,64,3,4,3,77913,11136816,14525597,Defender
37,61,33,43,23,54,26,82,161,67,3,3,4,84888,8335154,13278724,Defender
34,80,83,55,29,97,79,70,182,61,5,3,3,76488,4665188,16411223,Defender
23,73,54,64,70,68,60,50,163,83,4,2,4,59694,6359042,14188778,Defender
30,63,32,21,57,73,89,68,179,75,2,3,1,81984,9079535,12221728,Defender
36,94,38,47,20,35,17,52,176,63,2,2,3,101785,11973966,16493569,Defender
30,74,63,45,27,31,70,87,165,89,4,1,5,61353,1961610,14131904,Defender
24,83,72,42,82,27,19,98,177,89,2,4,5,115433,17076452,15967059,Defender
36,52,51,98,52,40,28,58,179,94,2,4,5,30716,3199057,8650554,Attacker
24,73,31,55,34,67,23,91,198,72,3,5,3,78766,5931421,14079495,Goalkeeper
25,91,95,25,50,27,76,82,193,96,3,2,2,89075,8771931,16426689,Goalkeeper
35,58,61,54,40,47,64,74,199,70,1,5,4,64209,3301024,10898805,Goalkeeper
36,75,45,57,22,29,70,56,183,78,1,4,1,104762,6251356,13769798,Goalkeeper
24,69,30,54,85,71,65,63,177,77,2,5,1,91103,3670862,14313510,Defender
18,89,77,93,54,34,72,43,189,76,3,1,3,97702,13239406,17267213,Goalkeeper
35,59,79,72,60,23,20,70,160,70,1,5,5,72439,4360249,11908426,Attacker
26,68,42,57,78,98,56,89,182,74,1,1,1,68752,8165348,11611180,Defender
21,52,44,78,35,81,15,71,188,67,3,4,1,32994,2075449,9821113,Goalkeeper
17,73,82,62,75,23,43,80,191,88,1,3,2,55402,2632627,11524745,Goalkeeper
22,54,73,23,64,60,74,40,161,76,4,2,1,31272,1343949,10478807,Defender
33,52,37,24,78,92,73,64,195,85,4,5,1,71266,9494720,12974646,Goalkeeper
17,76,75,87,69,74,91,48,176,64,3,1,4,75493,3349504,14666245,Defender
32,65,98,64,31,47,87,94,161,63,3,4,1,79980,3235822,13096320,Defender
26,64,48,44,31,66,90,90,163,83,1,4,4,60267,1875664,10914757,Defender
27,84,67,97,52,28,75,76,193,70,2,3,5,117020,8656297,17334252,Goalkeeper
34,61,40,30,68,21,40,43,160,89,5,4,2,62653,8967051,13572816,Defender
37,90,72,48,40,86,92,96,182,99,4,4,1,105712,14697983,18207658,Defender
22,93,49,53,79,67,71,81,165,94,4,3,2,87532,3834455,17845726,Defender
35,75,49,33,71,88,63,61,175,92,3,4,2,101755,3205218,15884605,Defender
21,83,50,43,73,93,17,39,161,95,2,1,2,75767,9101200,14276804,Midfielder
36,72,86,78,58,47,51,46,171,80,3,5,3,79721,5323551,14771075,Attacker
16,80,79,58,68,98,50,69,186,97,1,5,4,70974,9238063,13875255,Goalkeeper
32,69,55,45,83,33,68,97,178,64,2,1,2,64128,3581647,11763084,Defender
26,61,59,62,45,65,49,92,187,64,1,5,5,53701,4782881,10280712,Goalkeeper
37,72,60,55,90,32,31,44,194,80,4,4,1,101526,3447165,16017727,Goalkeeper
33,53,71,58,26,35,33,68,163,84,3,5,2,61434,8438929,11599725,Defender
36,72,97,80,91,59,47,86,166,69,3,5,2,66196,3399635,13346518,Midfielder
32,50,90,35,81,91,11,39,196,78,5,4,1,70352,4598513,13664976,Goalkeeper
22,74,90,78,43,49,50,46,184,91,2,5,5,101829,8916559,15736958,Goalkeeper
32,51,97,25,59,84,28,46,176,77,4,4,2,73283,4584017,13014465,Midfielder
35,79,46,75,95,77,11,45,173,93,5,3,2,93623,3259916,17376423,Midfielder
24,52,48,27,66,67,71,32,196,74,5,3,5,40857,1368314,12346409,Goalkeeper
32,70,80,46,27,68,92,80,161,83,3,5,2,61560,8903151,13132992,Defender
35,74,92,90,73,21,25,75,183,64,2,3,5,71620,4946045,13379629,Goalkeeper
37,69,59,46,28,33,31,84,174,91,3,5,2,65506,4593738,12714007,Defender
37,71,54,65,22,36,23,55,192,68,2,3,1,73907,10402262,12855402,Goalkeeper
23,70,55,60,73,50,65,60,171,64,5,5,5,66566,8676108,14486784,Defender
32,82,85,98,40,29,74,48,178,64,1,2,1,84498,9500363,13781067,Defender
22,87,51,44,67,89,54,97,164,93,4,1,1,111559,12162239,18467045,Defender
16,64,48,37,66,56,63,44,160,66,5,3,2,84024,10597971,16070465,Defender
28,64,60,31,87,83,75,87,168,85,3,4,5,58503,2940656,12911165,Defender
34,74,55,70,82,49,55,59,198,60,4,1,3,86439,9483480,15279180,Goalkeeper
34,70,71,58,35,53,42,77,193,93,5,5,1,94417,3947369,16330263,Goalkeeper
32,73,70,29,93,37,88,85,188,85,2,1,1,59858,2704475,11729106,Goalkeeper
28,54,52,93,24,82,59,71,161,91,3,4,1,71857,4248957,12666352,Attacker
31,55,76,96,30,68,31,53,178,71,5,4,2,74521,8583064,13508892,Attacker
23,92,42,73,48,75,49,81,187,65,2,5,2,104692,14353840,16185018,Goalkeeper
34,93,95,48,98,77,48,72,194,79,2,3,1,131503,14845946,17996019,Goalkeeper
33,72,95,60,89,46,50,63,199,78,2,3,2,88988,7118573,13564405,Goalkeeper
16,53,45,28,67,74,84,89,181,75,4,2,2,48589,4452664,11778331,Defender
29,76,57,82,34,38,77,32,163,63,3,4,2,83536,9646661,14485459,Defender
34,67,64,96,53,42,16,97,167,91,2,2,4,47197,4889317,11432995,Attacker
30,70,70,56,79,66,94,40,160,77,5,4,5,60386,5648271,14311772,Defender
33,77,60,33,81,98,80,42,195,64,2,2,2,82233,4803648,13922650,Goalkeeper
17,84,61,92,21,85,13,79,166,65,3,3,4,83227,8658546,16110323,Attacker
37,71,83,91,38,70,85,48,184,73,4,4,4,72600,2340637,14559557,Goalkeeper
32,89,88,58,68,47,68,73,188,77,2,3,2,90171,8765205,14900493,Goalkeeper
33,72,70,59,97,76,90,62,160,69,5,1,4,72479,9312783,15946011,Defender
21,52,95,73,47,77,93,67,177,82,3,3,3,63402,3269645,12383422,Defender
34,89,83,22,67,34,35,32,163,77,2,4,4,97826,4275509,15205419,Defender
19,59,69,74,56,35,40,94,179,63,4,1,5,40777,5970903,11979928,Defender
16,74,57,52,93,66,82,64,167,91,1,2,4,97294,12766490,14242893,Defender
23,57,66,90,68,82,78,65,186,65,5,5,2,49955,3309026,13789147,Goalkeeper
22,60,94,38,67,31,61,67,198,85,2,4,1,85166,4686576,12230703,Goalkeeper
18,54,84,53,92,62,81,68,194,65,2,5,3,71405,5004399,11900309,Goalkeeper
25,94,33,97,48,48,30,54,184,94,1,5,4,101542,8300753,16079532,Goalkeeper
25,86,39,69,79,68,25,93,173,64,3,1,3,94889,12196078,16419941,Midfielder
34,94,76,66,48,22,60,42,199,73,1,2,5,136447,8010045,18157983,Goalkeeper
29,87,43,65,77,88,25,97,190,61,3,3,4,99520,11594220,16341862,Goalkeeper
17,78,67,75,67,79,27,30,164,99,2,1,4,82525,11678518,14381396,Attacker
16,54,41,76,42,85,56,83,176,72,1,2,3,46638,3523102,9571768,Defender
33,58,74,70,46,45,65,38,169,64,2,3,4,64711,2143592,11634249,Defender
22,51,46,73,26,90,37,65,175,95,1,3,4,59914,7747717,10180055,Attacker
23,50,64,47,68,93,91,66,163,95,2,2,1,41988,4829025,9816809,Defender
16,89,95,38,73,88,87,88,164,78,2,3,3,111632,5345875,17316376,Defender
18,79,70,46,87,66,65,50,179,79,2,4,2,73851,7505378,13609691,Defender
23,60,96,67,97,95,46,49,165,81,4,4,2,66614,8591738,14081025,Midfielder
37,77,58,38,61,61,25,30,170,90,1,1,5,75899,3925786,12477330,Midfielder
30,93,47,70,93,50,94,88,176,63,4,3,1,91160,5173168,16946525,Defender
20,61,49,26,78,41,74,57,162,62,2,3,3,47747,2588545,10298282,Defender
18,88,43,48,63,36,69,85,175,96,5,2,3,99468,14890378,18445392,Defender
34,75,63,62,45,39,70,38,195,84,3,4,1,66441,3823187,13309862,Goalkeeper
16,62,78,88,42,27,20,94,185,96,1,5,1,87541,5430186,12092051,Goalkeeper
30,57,83,77,92,68,84,65,183,63,1,1,5,61303,2191648,10634078,Goalkeeper
23,77,60,27,27,57,75,63,193,98,3,4,2,69506,10286430,13840243,Goalkeeper
17,79,87,61,72,72,41,61,179,66,4,2,3,77665,4629649,16275019,Midfielder
18,58,71,95,33,47,28,95,176,66,3,1,1,56481,6609857,11891795,Attacker
29,88,87,61,90,96,65,54,179,84,5,5,3,91018,3018541,18380592,Midfielder
29,80,59,32,26,48,14,80,175,74,2,1,2,85550,10608915,14281833,Defender
26,70,54,45,28,91,12,92,163,66,3,4,3,54203,6508330,12716741,Attacker
31,83,92,37,22,30,37,74,177,63,3,5,3,118507,4751933,17345393,Defender
19,80,48,61,97,66,81,55,195,93,2,2,1,99601,4453381,15419818,Goalkeeper
35,74,37,70,36,64,38,50,194,78,1,1,1,61144,3999619,11799735,Goalkeeper
20,61,32,35,63,37,86,80,189,97,5,4,1,73228,5313434,14476876,Goalkeeper
37,50,96,22,65,69,68,53,177,86,3,2,2,46018,5707150,11033827,Defender
36,71,46,98,77,68,34,41,180,64,3,5,4,77484,2893460,14633984,Attacker
29,89,43,64,47,41,31,40,191,72,1,1,2,86329,9326013,14085655,Goalkeeper
31,86,38,41,33,64,80,56,164,73,5,3,1,91912,5277961,17240192,Defender
33,50,91,42,28,80,32,52,182,89,2,4,5,63969,4855010,10571808,Attacker
22,50,50,78,45,40,79,62,189,69,2,4,3,54835,1659552,9943634,Goalkeeper
25,91,66,81,21,90,88,67,186,91,4,3,3,105219,6832378,18736579,Goalkeeper
22,91,40,87,94,80,88,84,174,60,5,2,3,101486,5131188,19383548,Defender
16,70,49,73,53,95,49,71,173,83,5,4,3,79878,7227094,15653044,Attacker
36,64,64,76,38,55,23,58,180,88,3,2,5,46235,2264732,12161694,Attacker
34,66,82,42,58,43,38,63,193,66,4,5,1,77293,10071132,14511931,Goalkeeper
31,71,76,79,32,51,25,86,185,90,2,3,4,59373,8071681,12605747,Goalkeeper
34,87,81,92,24,78,19,32,184,76,5,2,3,79335,10427376,17382782,Goalkeeper
19,84,37,74,69,94,56,35,190,89,5,5,4,112991,16701915,19520347,Goalkeeper
33,94,33,82,42,24,13,77,165,84,1,1,2,97197,13584016,14956255,Attacker
17,65,56,75,48,35,21,93,163,87,2,4,2,58654,3728901,11539346,Defender
16,57,73,74,91,30,51,42,183,95,1,3,3,58597,3969086,10910989,Goalkeeper
30,66,69,44,45,54,13,65,190,66,4,1,1,87509,8218769,14715412,Goalkeeper
20,66,76,45,98,94,93,62,178,94,5,1,5,75710,5768717,14794022,Defender
35,75,73,68,76,61,15,86,170,79,4,1,3,64775,9482368,14697632,Midfielder
26,62,77,82,20,29,23,84,188,73,1,2,2,81482,5764340,11537831,Goalkeeper
25,66,81,64,47,27,44,42,164,89,2,4,2,70110,8329761,12383693,Defender
17,87,97,92,81,45,56,80,177,60,5,3,4,113777,11268861,20293002,Attacker
18,66,40,98,66,22,67,82,162,97,2,4,5,51513,7457932,12242463,Defender
27,63,33,58,97,78,74,65,199,84,4,4,3,69420,8284729,14087795,Goalkeeper
35,94,77,84,78,22,28,34,170,93,3,4,1,127255,8454504,19013959,Midfielder
20,55,55,88,50,57,66,54,180,67,2,5,4,52554,2819427,11082713,Defender
20,84,68,75,89,21,74,66,189,79,2,5,5,100637,13339856,16313097,Goalkeeper
21,63,87,28,68,36,22,48,178,89,2,5,4,79429,11066185,13261544,Midfielder
24,57,48,89,24,92,17,64,184,63,5,5,1,61609,7992616,13355139,Goalkeeper
17,64,87,47,50,55,27,63,194,80,4,4,2,83303,9870901,14540050,Goalkeeper
36,76,57,64,56,92,44,83,171,86,4,4,3,83747,5745681,16077852,Defender
27,62,95,45,98,21,35,75,185,69,5,3,3,45478,4122343,13186572,Goalkeeper
18,80,39,47,34,53,47,35,164,82,2,3,1,67775,9480661,13303250,Defender
35,84,87,59,71,46,93,30,178,92,2,3,3,79037,3650536,14285357,Defender
37,55,43,34,88,56,75,63,186,70,3,3,3,37624,3363220,10123007,Goalkeeper
27,54,44,25,30,90,35,85,197,78,2,3,4,32443,2357344,9678590,Goalkeeper
32,71,62,46,62,41,66,55,188,70,1,5,1,68456,7619067,11281707,Goalkeeper
25,72,46,57,89,87,34,71,171,63,2,4,4,66731,7079383,13088374,Midfielder
29,74,53,87,42,33,39,67,178,82,3,3,3,76285,7415426,13864634,Defender
32,83,59,94,59,42,91,55,168,64,1,2,5,111071,7058992,15114700,Defender
33,75,91,83,82,63,16,88,177,64,3,3,5,58001,2850518,13699168,Midfielder
34,54,42,49,21,84,36,53,188,77,3,3,4,44651,5542109,10934847,Goalkeeper
32,75,91,22,98,98,20,50,162,76,4,4,2,84992,12664650,15534778,Midfielder
29,69,76,81,92,97,17,89,182,62,5,5,2,97346,4895655,16857658,Midfielder
24,55,45,31,66,80,20,49,189,67,3,1,1,67172,2626094,11738157,Goalkeeper
23,55,95,49,49,74,39,35,183,99,2,4,5,70736,8452082,12197598,Goalkeeper
17,67,72,57,35,90,24,96,196,82,4,5,5,88986,6341381,15786831,Goalkeeper
28,53,37,79,78,69,65,39,196,82,1,2,4,53318,2962370,9133415,Goalkeeper
22,66,32,57,66,31,44,41,163,61,5,1,3,76188,7086632,14977096,Defender
24,63,41,34,49,98,48,51,187,98,4,5,1,59447,6600147,13436455,Goalkeeper
37,63,45,37,28,34,33,91,175,80,3,5,4,51215,2856869,11870613,Defender
37,62,88,71,84,36,17,90,172,83,4,4,2,64230,9592135,13655528,Midfielder
26,56,78,48,78,53,52,46,167,97,2,5,3,42423,2943600,9824287,Defender
29,93,92,79,83,54,51,39,184,79,2,3,1,117257,7949363,17123103,Goalkeeper
19,64,91,40,27,58,93,41,161,98,2,5,3,47287,3818903,10978442,Defender
28,68,78,36,71,97,50,69,189,86,5,1,2,79741,9521355,16073823,Goalkeeper
17,92,80,37,37,74,56,52,199,98,4,5,4,130050,17529553,20466873,Goalkeeper
20,93,62,76,77,78,35,69,162,66,4,2,4,121922,8397784,19854686,Midfielder
